Actual,Error,Item_id,Predicted,Store_id,Sum Actual,Sum Predicted
[0 0 0 1 0 0 0 0 0],500.0,228,[ 0.  1.  0.  0.  0.  1.  1.  1.  2.],952,1,6.0
[0 0 0 2 1 1 0 1 1],16.6666666667,228,[ 0.  0.  0.  0.  0.  3.  1.  0.  1.],953,6,5.0
[2 1 1 0 0 1 0 1 1],14.2857142857,228,[ 1.  1.  0.  1.  0.  0.  1.  1.  1.],954,7,6.0
[0 0 0 1 0 1 1 1 2],83.3333333333,228,[ 4.  1.  0.  0.  0.  1.  3.  1.  1.],955,6,11.0
[1 0 1 3 0 1 2 2 1],0.0,228,[ 1.  0.  0.  1.  0.  2.  2.  2.  3.],956,11,11.0
[0],0.0,228,[ 0.],957,0,0.0
[0 1 0 0 1 2 0 2 1],14.2857142857,228,[ 1.  0.  0.  1.  0.  3.  1.  0.  0.],958,7,6.0
[0 0 0 0 0 0 0 3 1],250.0,228,[ 1.  0.  2.  4.  1.  2.  2.  1.  1.],959,4,14.0
[1 1 1 0 1 0 0 0 0],200.0,228,[ 0.  0.  1.  1.  1.  1.  2.  4.  2.],961,4,12.0
[0 0 0 0 0 0 0 0 0],-100.0,228,[ 0.  0.  0.  0.  0.  0.  0.  0. -1.],963,0,-1.0
[0 0 0 0 0 0 0 0 0],100.0,228,[ 0.  0.  0.  0.  0.  0.  0.  1.  0.],965,0,1.0
[0 1 1 0 0 0 0 0 1],166.666666667,228,[ 1.  0.  0.  1.  0.  1.  1.  2.  2.],966,3,8.0
[0 0 0 0 0 0 0 0 0],100.0,228,[ 0.  0.  0.  1.  0.  0.  0.  0.  0.],967,0,1.0
[2 3 0 0 2 0 0 3 2],8.33333333333,228,[ 2.  0.  1.  0.  2.  1.  2.  3.  0.],969,12,11.0
[2 0 0 0 0 2 0 0 1],0.0,228,[ 0.  0.  1.  1.  1.  0.  0.  0.  2.],970,5,5.0
[0 0 1 0 0 0 0 0 1],50.0,228,[ 0.  0.  0.  0.  0.  0.  0.  0.  1.],971,2,1.0
[1 3 0 1 0 0 0 0 1],33.3333333333,228,[ 2.  1.  0.  0.  1.  1.  0.  2.  1.],974,6,8.0
[0 0 0],-100.0,228,[-1.  0.  0.],975,0,-1.0
[1 1 1 0 0 2 0 0 0],20.0,228,[ 2.  1.  1.  0.  0.  1.  1.  0.  0.],976,5,6.0
[0 0 0 0 0 0 0 0 0],400.0,228,[ 0.  0.  1.  0.  0.  2.  1.  0.  0.],977,0,4.0
[0 1 0 1 0 0 0 1 1],50.0,228,[ 0.  0.  0.  0.  1.  0.  2.  1.  2.],978,4,6.0
[0 0 0 0 1 0 1 0 0],100.0,228,[ 0.  0.  0.  0.  0.  0.  0.  0.  0.],979,2,0.0
[4 0 0 1 0 0 0 0 0],0.0,228,[ 0.  0.  0.  0.  0.  0.  1.  3.  1.],980,5,5.0
[0 0 2 1 1 1 4 0 0],44.4444444444,228,[ 2.  0.  1.  0.  1.  3.  2.  3.  1.],981,9,13.0
[1 0 0 1 0 0 0 0 1],66.6666666667,228,[ 0.  0.  0.  0.  0.  2.  0.  2.  1.],982,3,5.0
[2 2 0 2 1 0 0 2 4],92.3076923077,228,[ 1.  2.  5.  1.  3.  2.  7.  2.  2.],983,13,25.0
[4 1 0 1 0 0 0 0 0],366.666666667,228,[ 3.  3.  2.  3.  5.  3.  3.  2.  4.],985,6,28.0
[1],100.0,228,[ 0.],986,1,0.0
[6 6 0 0 0 0 0 1 4],141.176470588,228,[ 10.   3.   7.   3.   2.   5.   2.   4.   5.],988,17,41.0
[2 2 1 1 0 0 3 1 3],46.1538461538,228,[ 2.  1.  1.  0.  0.  1.  1.  1.  0.],989,13,7.0
[2],100.0,228,[ 0.],991,2,0.0
[0 2 0 0 0 0 0 0 0],100.0,228,[ 0.  0.  0.  0.  0.  0.  0.  0.  0.],993,2,0.0
[1],100.0,228,[ 0.],994,1,0.0
[0 0 0 0 2 0 0 0 1],100.0,228,[ 0.  0.  0.  0.  0.  0.  0.  0.  0.],995,3,0.0
[0 0 0 0 0 0 1 0 1],50.0,228,[ 0.  0.  0.  0.  0.  1.  1.  1.  0.],996,2,3.0
[2 1 0 0 0 1 1 1 2],150.0,228,[ 1.  5.  3.  4.  2.  1.  1.  2.  1.],997,8,20.0
[0 1 1 0 0 0 1 0 1],25.0,228,[ 0.  0.  1.  1.  0.  0.  0.  0.  1.],999,4,3.0
[ 0 -1  0  1  1  2  0  1  0],150.0,228,[ 0.  0.  1.  0.  2.  2.  0.  2.  3.],1000,4,10.0
[0 1 0 0 0 0 0 2 2],40.0,228,[ 0.  2.  2.  0.  0.  1.  0.  0.  2.],1001,5,7.0
[1 0 0 0 1 0 1 2 2],228.571428571,228,[ 1.  2.  1.  2.  4.  2.  3.  3.  5.],1002,7,23.0
[0 0 0 0 0 0 0 0 0],400.0,228,[ 1.  2.  0.  1.  0.  0.  0.  0.  0.],1003,0,4.0
[0 0 0 0 0 1 2 1 2],66.6666666667,228,[ 1.  1.  0.  0.  3.  1.  0.  3.  1.],1004,6,10.0
[1 0 0 0 0 0 1 2 0],50.0,228,[ 0.  0.  0.  0.  1.  0.  3.  2.  0.],1005,4,6.0
NaN,No entries available,228,NaN,1006,Nan,Nan
[0],0.0,228,[ 0.],1007,0,0.0
[1 1 0 1 0 0 0 0 0],66.6666666667,228,[ 0.  0.  0.  1.  0.  1.  1.  1.  1.],1008,3,5.0
[0 0 0 0 0 1 2 2 1],100.0,228,[ 0.  0.  0.  1.  1.  1.  1.  1.  7.],1009,6,12.0
[0 1 0 0 0 0 1 0 0],0.0,228,[ 0.  1.  0.  0.  1.  0.  0.  0.  0.],1010,2,2.0
[0 0 3 0 3 1 2 2 0],136.363636364,228,[ 3.  2.  2.  7.  3.  5.  2.  1.  1.],1012,11,26.0
[4 0 2 1 1 0 2 1 2],84.6153846154,228,[ 3.  3.  3.  2.  2.  0.  2.  7.  2.],1013,13,24.0
[0 0 0 0 0 0 0 0 0],0.0,228,[ 0.  0.  0.  0.  0.  0.  0.  0.  0.],1014,0,0.0
[0 1 0 0 1 0 0 1 2],100.0,228,[ 3.  1.  3.  0.  1.  1.  0.  1.  0.],1015,5,10.0
[0 1 0 0 1 0 2 1 1],33.3333333333,228,[ 0.  0.  0.  0.  0.  1.  1.  1.  1.],1017,6,4.0
[0 1 0 0 0 1 1 1 3],14.2857142857,228,[ 1.  0.  0.  1.  3.  1.  1.  0.  1.],1019,7,8.0
[1],100.0,228,[ 0.],1020,1,0.0
[0 0 0 0 0],400.0,228,[ 1.  1.  0.  2.  0.],1021,0,4.0
[0 0 0 0 0 0 0 0 1],300.0,228,[ 0.  1.  0.  1.  0.  0.  1.  0.  1.],1023,1,4.0
[2],100.0,228,[ 0.],1024,2,0.0
[0],0.0,228,[ 0.],1025,0,0.0
[0 1 0 0 0 0 0 1 1],33.3333333333,228,[ 1.  1.  0.  0.  1.  0.  0.  0.  1.],1026,3,4.0
[2 3 0 1 0 0 0 2 2],10.0,228,[ 1.  0.  0.  0.  1.  0.  1.  2.  4.],1028,10,9.0
[0 0 0 0 0 0 0 0 1],100.0,228,[ 0.  0.  0.  0.  0.  0.  0.  0.  2.],1029,1,2.0
[0 0 1 1 2 0 0 0 1],20.0,228,[ 1.  0.  1.  0.  0.  1.  1.  1.  1.],1030,5,6.0
[0 0 1 0 0 0 0 1 1],200.0,228,[ 0.  0.  0.  0.  2.  1.  2.  1.  3.],1032,3,9.0
[0],0.0,228,[ 0.],1033,0,0.0
[0 0 0 2 0 0 1 3 3],0.0,228,[ 1.  1.  0.  0.  1.  3.  1.  1.  1.],1034,9,9.0
[2 1 1 1 3 0 0 1 1],80.0,228,[ 3.  2.  0.  0.  4.  2.  1.  3.  3.],1035,10,18.0
[0 0 0 0 0 0 0 0 1],300.0,228,[ 0.  1.  0.  1.  0.  0.  0.  1.  1.],1036,1,4.0
[0 0 0 0 0 0 0 1 1],50.0,228,[ 1.  0.  1.  0.  0.  0.  0.  0.  1.],1037,2,3.0
[0 0],0.0,228,[ 0.  0.],1038,0,0.0
[1],100.0,228,[ 0.],1039,1,0.0
[ 1  0  1  1  1  1  0 -1  1],260.0,228,[ 2.  1.  2.  1.  3.  1.  2.  2.  4.],1040,5,18.0
[0 0 1 0 0 0 2 1 1],80.0,228,[ 1.  3.  0.  2.  0.  1.  1.  1.  0.],1041,5,9.0
[1],100.0,228,[ 0.],1042,1,0.0
[2 0 0 0 0 2 0 1 0],260.0,228,[ 2.  4.  1.  0.  0.  2.  1.  3.  5.],1043,5,18.0
[0 1 0 0 0 1 0 0 0],100.0,228,[ 1.  0.  0.  0.  1.  1.  0.  0.  1.],1044,2,4.0
[7 1 6 0 0 0 2 1 9],46.1538461538,228,[  7.   3.   2.   2.   2.  10.   3.   7.   2.],1046,26,38.0
[0 0 0 0 0 0 0 0 0],300.0,228,[ 0.  0.  0.  1.  0.  1.  0.  0.  1.],1047,0,3.0
[0 0 0 0 0 0 0 0 0],600.0,228,[ 0.  0.  1.  0.  0.  1.  4.  0.  0.],1048,0,6.0
[0],0.0,228,[ 0.],1052,0,0.0
[0 0 0 0 0 0 0 1 0],900.0,228,[ 0.  0.  0.  0.  0.  2.  4.  3.  1.],1053,1,10.0
[0 0 0 0 1 0 0 1 2],25.0,228,[ 0.  0.  0.  0.  0.  2.  0.  1.  2.],1054,4,5.0
[0],0.0,228,[ 0.],1055,0,0.0
[0 1 0 0 0 0 1 0 3],40.0,228,[ 3.  0.  2.  0.  0.  0.  2.  0.  0.],1056,5,7.0
[0 2 1 0 0 0 1 1 1],183.333333333,228,[ 3.  2.  2.  2.  1.  1.  2.  1.  3.],1057,6,17.0
[0 0 2 1 1 0 0 0 0],50.0,228,[ 0.  0.  2.  1.  0.  1.  0.  2.  0.],1058,4,6.0
[0],0.0,228,[ 0.],1059,0,0.0
[1 1 0 0 0 0 1 1 1],80.0,228,[ 1.  2.  3.  0.  0.  0.  2.  1.  0.],1060,5,9.0
[0 2 1 4 2 1 0 0 0],10.0,228,[ 1.  0.  1.  0.  2.  1.  1.  0.  3.],1061,10,9.0
[0 0 0 1 0 0 0 0 0],100.0,228,[ 0.  0.  0.  0.  0.  0.  0.  0.  0.],1062,1,0.0
[3 2 3 0 2 0 0 3 3],31.25,228,[ 5.  3.  1.  1.  4.  4.  1.  1.  1.],1064,16,21.0
[0 0 1 2 2 0 1 2 1],11.1111111111,228,[ 1.  1.  1.  1.  1.  0.  3.  1.  1.],1065,9,10.0
[0 0 1 1 0 0 0 0 0],0.0,228,[ 0.  0.  1.  0.  0.  0.  0.  0.  1.],1066,2,2.0
[2 2 1 0 3 0 0 0 0],62.5,228,[ 1.  2.  0.  0.  3.  5.  2.  0.  0.],1067,8,13.0
[0 0 0 0 0 2 1 1 1],280.0,228,[ 1.  0.  3.  1.  6.  1.  1.  2.  4.],1068,5,19.0
[1 0 0 2 3 2 0 0 0],0.0,228,[ 0.  1.  0.  2.  1.  1.  1.  1.  1.],1069,8,8.0
[1 0 3 1 2 0 0 2 1],180.0,228,[ 4.  2.  5.  3.  1.  3.  7.  2.  1.],1071,10,28.0
[1 0 0 0 0 1 1 1 1],120.0,228,[ 2.  0.  0.  3.  0.  3.  2.  0.  1.],1072,5,11.0
[0 1 0 0 1 0 0 0 1],33.3333333333,228,[ 2.  0.  0.  0.  0.  0.  0.  1.  1.],1073,3,4.0
[0 0 1 0 0 0 0 0 1],100.0,228,[ 0.  0.  0.  0.  0.  0.  0.  3.  1.],1074,2,4.0
[2 1 3 1 2 3],25.0,228,[ 3.  0.  1.  4.  1.  0.],1075,12,9.0
[4 1 1 3 3 2 2 1 1],22.2222222222,228,[ 2.  1.  4.  2.  2.  2.  1.  5.  3.],1076,18,22.0
[0 0 0 0 0 0 0 0 0],0.0,228,[ 0.  0.  0.  0.  0.  0.  0.  0.  0.],1077,0,0.0
[0 0 0 0 2 0 0 2 1],80.0,228,[ 2.  1.  2.  2.  0.  0.  1.  0.  1.],1078,5,9.0
[6 0 1 2 1 0 1 1 1],15.3846153846,228,[ 1.  0.  1.  0.  0.  0.  2.  2.  5.],1079,13,11.0
[1 1 4 0 0 0 1 0 1],162.5,228,[ 1.  0.  1.  1.  1.  1.  8.  4.  4.],1080,8,21.0
[0 0 0 0 1 1 0 0 0],50.0,228,[ 0.  0.  0.  0.  0.  0.  0.  0.  1.],1082,2,1.0
[0 1 1 2 1 2 3 1 3],214.285714286,228,[ 3.  2.  4.  6.  9.  3.  7.  6.  4.],1083,14,44.0
[1 2 2 3 0 0 0 1 1],70.0,228,[ 3.  1.  2.  1.  3.  4.  1.  1.  1.],1084,10,17.0
[3 1 4 0 2 0 1 2 1],164.285714286,228,[ 8.  4.  3.  2.  5.  6.  5.  2.  2.],1085,14,37.0
[1 0 0 0 1 0 1 3 1],100.0,228,[ 0.  0.  0.  0.  0.  0.  0.  0.  0.],1086,7,0.0
[0 1 1 1 1 2 1 1 1],22.2222222222,228,[ 0.  0.  2.  2.  0.  0.  0.  2.  1.],1087,9,7.0
[2 3 0 3 0 0 1 5 3],76.4705882353,228,[ 2.  4.  2.  2.  3.  3.  4.  4.  6.],1088,17,30.0
[0 0 0 2 0 0 0 1 1],100.0,228,[ 0.  0.  1.  0.  2.  2.  1.  1.  1.],1089,4,8.0
[1 0 0 3 1 1 0 0 4],30.0,228,[ 2.  3.  1.  2.  1.  1.  3.  0.  0.],1090,10,13.0
[0 0 0 0 0 0 1 1 2],75.0,228,[ 0.  2.  1.  0.  2.  0.  0.  1.  1.],1091,4,7.0
[0 2 2 1 0 1 1 2 1],150.0,228,[ 3.  2.  2.  1.  3.  1.  2.  8.  3.],1092,10,25.0
[0 0 0],200.0,228,[ 2.  0.  0.],1094,0,2.0
[2 2 3 1 1 0 2 4 0],0.0,228,[ 2.  2.  2.  3.  2.  1.  1.  1.  1.],1095,15,15.0
[3 4 1 0 2 2 0 1 3],62.5,228,[ 1.  2.  2.  2.  3.  6.  6.  2.  2.],1096,16,26.0
[4 2 3 1 2 1 0 0 0],61.5384615385,228,[ 3.  5.  3.  2.  4.  1.  1.  1.  1.],1097,13,21.0
[2 0 0 0 0 0 0 0 0],1400.0,228,[ 5.  5.  5.  4.  2.  2.  1.  1.  5.],1098,2,30.0
[0 0 1 1 1 0 2 1 1],28.5714285714,228,[ 1.  1.  0.  0. -1.  2.  2.  0.  0.],1099,7,5.0
[0 0 0 1 0 0 0 0 0],0.0,228,[ 0.  0.  0.  0.  0.  0.  0.  0.  1.],1100,1,1.0
[1 2 0 4 0 0 0 2 4],23.0769230769,228,[ 1.  3.  2.  4.  1.  1.  2.  1.  1.],1101,13,16.0
[0 0 0 0 0 0 0 0 0],700.0,228,[ 0.  1.  1.  0.  1.  1.  1.  1.  1.],1102,0,7.0
[0 1 0 0 0 0 0 1 1],100.0,228,[ 0.  0.  0.  0.  0.  0.  0.  0.  0.],1103,3,0.0
[0 0 1 0 1 1 1 2 1],242.857142857,228,[ 2.  3.  5.  2.  2.  2.  3.  2.  3.],1104,7,24.0
[1 2 0 3 0 0 0 1 1],162.5,228,[ 1.  3.  2.  1.  3.  2.  4.  2.  3.],1105,8,21.0
[0 2 3 0 0 1 1 1 1],211.111111111,228,[ 3.  2.  9.  3.  2.  6.  1.  1.  1.],1106,9,28.0
[0 0 0 0 0 0 0 0 1],200.0,228,[ 1.  0.  0.  0.  0.  1.  0.  0.  1.],1109,1,3.0
[2 0 1 2 1 1 2 3 1],53.8461538462,228,[ 4.  1.  2.  2.  1.  2.  3.  3.  2.],1110,13,20.0
[0 0 0 0 0 0 0 0 0],0.0,228,[ 0.  0.  0.  0.  0.  0.  0.  0.  0.],1112,0,0.0
[7 0 3 2 0 0 0 2 1],60.0,228,[ 0.  0.  0.  1.  1.  2.  0.  2.  0.],1113,15,6.0
[0 2 0 0 2 5 0 3 3],46.6666666667,228,[ 3.  5.  3.  1.  2.  3.  2.  2.  1.],1114,15,22.0
[1 0 0 0 0 0 0 0 0],1100.0,228,[ 0.  0.  0.  3.  1.  2.  2.  1.  3.],1115,1,12.0
[1 0 0 1 0 0 1 1 2],33.3333333333,228,[ 4.  0.  0.  0.  2.  0.  1.  1.  0.],1116,6,8.0
[1 1 0 2 0 3 1 0 0],25.0,228,[ 1.  0.  1.  0.  0.  0.  2.  0.  2.],1117,8,6.0
[0 0 1 0 0 1 0 0 3],80.0,228,[ 0.  2.  1.  0.  0.  1.  0.  5.  0.],1120,5,9.0
[3 1 5 1 0 1 1 0 1],138.461538462,228,[ 5.  3.  6.  3.  4.  2.  2.  5.  1.],1121,13,31.0
[0 0 0 0 0 0 1 1 1],233.333333333,228,[ 0.  1.  0.  1.  2.  1.  0.  0.  5.],1122,3,10.0
[0 1 0 1 0 0 0 0 1],33.3333333333,228,[ 0.  2.  0.  0.  0.  0.  0.  2.  0.],1123,3,4.0
[0 2 0 1 0 0 1 1 0],220.0,228,[ 3.  1.  1.  2.  2.  1.  2.  2.  2.],1124,5,16.0
[0 0 0 2 0 0 1 2 2],114.285714286,228,[ 3.  1.  1.  3.  2.  1.  2.  1.  1.],1125,7,15.0
[0 3 1 1 0 0 1 0 1],42.8571428571,228,[ 0.  1.  2.  2.  0.  1.  1.  2.  1.],1126,7,10.0
[0 1 0 0 0 2 0 0 1],25.0,228,[ 1.  1.  1.  0.  0.  0.  0.  0.  2.],1127,4,5.0
[1 1 1 1 1 1 1 1 1],88.8888888889,228,[ 1.  2.  2.  1.  4.  2.  1.  2.  2.],1128,9,17.0
[1 0 0 0 1 0 0 0 1],33.3333333333,228,[ 0.  0.  0.  0.  0.  0.  1.  0.  1.],1129,3,2.0
[1 1 0 0 0 0 0 1 1],300.0,228,[ 1.  1.  2.  1.  2.  3.  2.  2.  2.],1130,4,16.0
[0 2 0 0 1 3 1 1 2],30.0,228,[ 1.  1.  1.  2.  4.  1.  1.  1.  1.],1131,10,13.0
[2 0 2 1 1 1 0 0 4],154.545454545,228,[ 6.  3.  1.  3.  1.  1.  7.  3.  3.],1132,11,28.0
[1 2 1 0 0 1 2 1 1],44.4444444444,228,[ 1.  1.  0.  0.  0.  1.  1.  1.  0.],1133,9,5.0
[4],100.0,228,[ 0.],1134,4,0.0
[0 1 0 2 0 3 1 1 1],33.3333333333,228,[ 0.  1.  1.  0.  3.  1.  0.  0.  0.],1135,9,6.0
[0 0 0 0 0 0 1 2 1],50.0,228,[ 1.  0.  1.  0.  2.  0.  1.  1.  0.],1136,4,6.0
[ 0  0  0  0  0  0  0  1 -1],800.0,228,[ 1.  1.  5.  1.  0.  0.  0.  0.  0.],1137,0,8.0
[1],100.0,228,[ 0.],1138,1,0.0
[1],100.0,228,[ 0.],1140,1,0.0
[ 1  1  4  2  2  0  2  3 -1],0.0,228,[ 1.  2.  1.  2.  2.  2.  2.  1.  1.],1141,14,14.0
[1 0 2 0 1 0 0 1 1],83.3333333333,228,[ 0.  0.  0.  1.  1.  2.  2.  3.  2.],1143,6,11.0
[0 0],0.0,228,[ 0.  0.],1144,0,0.0
[0],0.0,228,[ 0.],1145,0,0.0
[0],0.0,228,[ 0.],1146,0,0.0
[3],100.0,228,[ 0.],1147,3,0.0
[1],100.0,228,[ 0.],1148,1,0.0
[0 0 0 2 0 1 0 1 1],40.0,228,[ 0.  0.  0.  0.  0.  1.  0.  1.  1.],1149,5,3.0
[0 0 1 0 0 1 1 1 2],33.3333333333,228,[ 0.  2.  0.  1.  0.  2.  1.  1.  1.],1150,6,8.0
[0],0.0,228,[ 0.],1151,0,0.0
[1 0 0 0 0 1 2 3 1],0.0,228,[ 1.  2.  1.  1.  0.  1.  0.  2.  0.],1152,8,8.0
[0 1 1],100.0,228,[ 0.  1.  3.],1153,2,4.0
[0 0 0 1 0 0 0 1 1],100.0,228,[ 0.  0.  0.  0.  0.  0.  0.  0.  0.],1154,3,0.0
[2 1 1 1 0 0 1 1 1],25.0,228,[ 1.  0.  0.  0.  1.  1.  1.  1.  1.],1155,8,6.0
[2 1 1 1 1 0 1 2 2],172.727272727,228,[ 4.  5.  4.  3.  2.  6.  2.  2.  2.],1157,11,30.0
[1 2 0 2 1 1 0 6 2],46.6666666667,228,[ 2.  1.  2.  3.  5.  1.  6.  1.  1.],1158,15,22.0
[1 0 0 0 0 0 0 1 1],33.3333333333,228,[ 1.  0.  0.  0.  1.  1.  1.  0.  0.],1159,3,4.0
[0 2 0 0 0 1 1 0 1],0.0,228,[ 0.  0.  0.  0.  1.  1.  3.  0.  0.],1160,5,5.0
[0 0 0 0 1 0 1 1 1],75.0,228,[ 0.  1.  1.  0.  0.  3.  1.  1.  0.],1161,4,7.0
[1 1 2 0 0 0 0 0 1],60.0,228,[ 1.  1.  0.  1.  1.  0.  0.  2.  2.],1162,5,8.0
[0 1 0 0 2 0 2 0 1],66.6666666667,228,[ 1.  0.  3.  0.  2.  1.  3.  0.  0.],1163,6,10.0
[1 1 0 1 1],0.0,228,[ 1.  0.  0.  1.  2.],1164,4,4.0
[1],100.0,228,[ 0.],1165,1,0.0
[ 2 -1  1  0  0  0  0  0  0],500.0,228,[ 0.  1.  2.  0.  1.  1.  2.  3.  2.],1166,2,12.0
[0 1 0 2 0 0 1 1 0],100.0,228,[ 2.  0.  3.  0.  0.  2.  1.  2.  0.],1167,5,10.0
[0 1 1 1 0 0 1 2 1],0.0,228,[ 1.  0.  3.  1.  0.  1.  1.  0.  0.],1168,7,7.0
[0 0 0 0 0 0 1 1 1],333.333333333,228,[ 1.  1.  2.  3.  3.  0.  0.  2.  1.],1169,3,13.0
[1],100.0,228,[ 0.],1170,1,0.0
[1],100.0,228,[ 0.],1171,1,0.0
[2 1 1 2 0 1 0 2 2],127.272727273,228,[ 2.  2.  4.  2.  1.  1.  4.  4.  5.],1172,11,25.0
[0 0 0 0 1 0 1 1 1],100.0,228,[ 2.  0.  1.  0.  1.  1.  1.  2.  0.],1173,4,8.0
[2 2 4 2 2 1 0 3 3],131.578947368,228,[ 3.  3.  6.  4.  6.  6.  9.  5.  2.],1174,19,44.0
[1 1 0 0 0 3 1 2 3],154.545454545,228,[ 1.  4.  1.  1.  4.  5.  6.  4.  2.],1177,11,28.0
[0 2 0 1 0 0 0 0 0],33.3333333333,228,[ 0.  0.  0.  0.  1.  0.  0.  0.  1.],1179,3,2.0
[0],0.0,228,[ 0.],1180,0,0.0
[5 0 1 1 1 3 1 1 3],37.5,228,[ 2.  3.  1.  1.  3.  2.  4.  4.  2.],1181,16,22.0
[1 3 1 0 2 2 2 0 0],54.5454545455,228,[ 2.  3.  2.  1.  5.  1.  1.  1.  1.],1182,11,17.0
[1 4 0 4 1 1 0 1 2],64.2857142857,228,[ 4.  3.  3.  2.  2.  3.  1.  2.  3.],1183,14,23.0
[1 0 0 0 1 6 3 1 5],70.5882352941,228,[ 4.  4.  3.  4.  4.  3.  3.  2.  2.],1184,17,29.0
[1 0 1 0 0 0 1 3 1],157.142857143,228,[ 4.  2.  2.  4.  2.  1.  1.  1.  1.],1185,7,18.0
[0 1 0 0 2 1 0 3 4],18.1818181818,228,[ 0.  0.  0.  0.  2.  1.  0.  4.  2.],1186,11,9.0
[1 0 2 1 0 0 0 1 1],16.6666666667,228,[ 1.  0.  1.  0.  0.  1.  1.  0.  1.],1187,6,5.0
[0 1 0 0 1 0 0 0 1],66.6666666667,228,[ 0.  1.  0.  2.  0.  0.  1.  0.  1.],1188,3,5.0
[1 1 0 1 1 0 1 2 2],11.1111111111,228,[ 2.  0.  0.  2.  1.  0.  1.  2.  0.],1189,9,8.0
[1 0 3 2 3 1 1 1 4],37.5,228,[ 4.  3.  1.  2.  2.  4.  2.  2.  2.],1191,16,22.0
[1 0 3 2 0 1 1 1 2],63.6363636364,228,[ 3.  2.  3.  1.  2.  4.  1.  1.  1.],1192,11,18.0
[1 2 2 0 1 1 2 1 1],63.6363636364,228,[ 2.  2.  3.  3.  0.  3.  3.  1.  1.],1193,11,18.0
[2 1 1 0 1 2 0 4 3],28.5714285714,228,[ 2.  2.  2.  2.  1.  2.  2.  3.  2.],1194,14,18.0
[1],100.0,228,[ 0.],1195,1,0.0
[0 0 0 0 0 1 1 1 1],50.0,228,[ 0.  0.  0.  0.  1.  3.  0.  2.  0.],1196,4,6.0
[0 0 2 2 1 0 0 3 3],36.3636363636,228,[ 0.  1.  2.  0.  3.  2.  1.  3.  3.],1197,11,15.0
[0 0 0 1 0 1 0 1 0],66.6666666667,228,[ 0.  0.  0.  0.  0.  1.  0. -1.  1.],1199,3,1.0
[2 1 2 0 2 0 4 1 1],76.9230769231,228,[ 2.  4.  2.  2.  6.  1.  1.  3.  2.],1200,13,23.0
[2 2 0 0 1 0 2 1 1],133.333333333,228,[ 6.  1.  1.  2.  1.  3.  2.  3.  2.],1201,9,21.0
[3 1 3 2 1 1 2 1 1],46.6666666667,228,[ 2.  4.  1.  4.  5.  3.  1.  1.  1.],1202,15,22.0
[1 2 2 0 1 2 1 1 3],61.5384615385,228,[ 2.  2.  3.  2.  1.  1.  4.  3.  3.],1203,13,21.0
[0 1 2 0 1 0 1 3 1],155.555555556,228,[ 5.  3.  5.  2.  4.  1.  1.  1.  1.],1204,9,23.0
[1 1 0 0 2 0 1 1 1],171.428571429,228,[ 3.  1.  2.  1.  1.  1.  5.  4.  1.],1205,7,19.0
[1 1 1 3 1 0 0 2 2],81.8181818182,228,[ 3.  4.  1.  2.  1.  1.  4.  2.  2.],1206,11,20.0
[1 2 0 2 1 1 1 3 1],108.333333333,228,[ 3.  2.  2.  8.  1.  1.  2.  3.  3.],1207,12,25.0
[0 0 1 0 0 0 0 1 0],50.0,228,[ 1.  0.  0.  0.  0.  0.  0.  0.  0.],1208,2,1.0
[0],0.0,228,[ 0.],1209,0,0.0
[0 3 1 0 0 0 0 0 0],300.0,228,[ 0.  3.  2.  0.  0.  3.  1.  5.  2.],1210,4,16.0
[1 0 1 2 1 1 2 2 2],100.0,228,[ 0. -2.  0.  0.  0.  0.  2.  0.  0.],1211,12,0.0
[1 0 0 0 0 1 0 0 0],100.0,228,[ 0.  0.  0.  0.  0.  0.  0.  0.  0.],1212,2,0.0
[0 0 0 1 1 0 0 1 2],60.0,228,[ 0.  0.  0.  0.  0.  0.  0.  0.  2.],1213,5,2.0
[1 0 0 0 1 0 0 1 1],175.0,228,[ 0.  0.  2.  0.  0.  4.  0.  2.  3.],1214,4,11.0
[0 2 3 1 1 1 2 3 1],7.14285714286,228,[ 0.  2.  2.  0.  3.  4.  4.  0.  0.],1215,14,15.0
[3 1 1 1 2 2 1 4 1],50.0,228,[ 5.  2.  2.  4.  4.  2.  3.  1.  1.],1216,16,24.0
[0 0 1 3 1 1 1 1 1],22.2222222222,228,[ 1.  2.  1.  3.  1.  1.  0.  2.  0.],1217,9,11.0
[-1  0 -1  0  0  0  0  0  1],-200.0,228,[ 0.  0.  0.  0.  0.  0.  0.  0.  1.],1218,-1,1.0
[2 0 3 2 1 0 2 1 1],91.6666666667,228,[ 4.  1.  2.  1.  3.  3.  1.  7.  1.],1220,12,23.0
[0 1 2 1 0 3 2 0 2],18.1818181818,228,[ 1.  2.  1.  0.  0.  0.  3.  1.  1.],1221,11,9.0
[0 4 2 0 0 0 2 3 1],41.6666666667,228,[ 0.  0.  0.  2.  2.  2.  0.  0.  1.],1222,12,7.0
[1 2 1 1 0 0 1 0 0],66.6666666667,228,[ 0.  0.  0.  0.  1.  0.  0.  1.  0.],1223,6,2.0
[1 0 0 2 1 0 2 1 0],114.285714286,228,[ 2.  2.  1.  3.  1.  1.  1.  3.  1.],1224,7,15.0
[1 2 0 0 1 3 0 3 1],190.909090909,228,[ 1.  2.  4.  2.  3.  7.  2.  7.  4.],1225,11,32.0
[1 1 1 1 1 2 2 2 3],35.7142857143,228,[ 1.  1.  1.  1.  1.  1.  1.  1.  1.],1226,14,9.0
