Actual,Error,Item_id,Predicted,Store_id,Sum Actual,Sum Predicted
[0 0 1 0 0 0 0 0 1],200.0,228,[ 0.  0.  0.  2.  0.  0.  0.  1.  3.],1810,2,6.0
[ 3  0  1 -1  2  1  2  2  1],63.6363636364,228,[ 0.  1.  0.  0.  0.  1.  0.  2.  0.],1811,11,4.0
[5 0 0 0 4 1 1 1 3],13.3333333333,228,[ 3.  3.  3.  3.  1.  1.  1.  1.  1.],1812,15,17.0
[0 0 0 0 2 0 0 0 0],100.0,228,[ 0.  2.  0.  0.  1.  0.  0.  0.  1.],1814,2,4.0
[6 2 1 3 2 0 0 0 0],100.0,228,[ 3.  4.  3.  2.  4.  6.  2.  2.  2.],1815,14,28.0
[2 1 0 2 0 2 3 0 0],120.0,228,[ 5.  5.  3.  4.  1.  1.  1.  1.  1.],1816,10,22.0
[2 1 1 2 0 0 0 2 2],20.0,228,[ 0.  0.  0.  1.  3.  1.  1.  1.  1.],1817,10,8.0
[1 1 1 0 0 0 2 1 1],57.1428571429,228,[ 0.  0.  0.  0.  0.  0.  1.  1.  1.],1818,7,3.0
[2 3 3 0 0 0 0 2 4],42.8571428571,228,[ 3.  3.  3.  2.  4.  1.  1.  2.  1.],1819,14,20.0
[0 3 0 2 0 0 1 1 0],14.2857142857,228,[ 1.  1.  1.  4.  0.  0.  0.  0. -1.],1820,7,6.0
NaN,No entries available,228,NaN,1821,Nan,Nan
[0 0 0 1 0 1 0 2 1],80.0,228,[ 0.  3.  0.  1.  1.  1.  1.  1.  1.],1822,5,9.0
[5 2 4 0 1 2 1 2 1],38.8888888889,228,[ 1.  5.  1.  2.  4.  5.  1.  4.  2.],1823,18,25.0
[2 2 0 0 2 0 0 0 3],133.333333333,228,[ 2.  3.  2.  6.  4.  1.  1.  1.  1.],1824,9,21.0
[0],0.0,228,[ 0.],1825,0,0.0
[0 0 2 1 0 2 1 1 2],22.2222222222,228,[ 1.  1.  4.  0.  1.  2.  2.  0.  0.],1826,9,11.0
[2 2 1 3 5 0 1 1 0],53.3333333333,228,[ 5.  2.  2.  2.  1.  4.  1.  5.  1.],1827,15,23.0
[2],100.0,228,[ 0.],1828,2,0.0
[0 0 0 0 4 0 0 0 0],225.0,228,[ 2.  0.  2.  0.  1.  0.  3.  2.  3.],1829,4,13.0
[0 1 1 0 0 0 1 1 1],100.0,228,[ 0.  1.  1.  0.  1.  2.  3.  0.  2.],1830,5,10.0
[0 0 0 0 0 0 0 0 0],300.0,228,[ 1.  1.  0.  1.  0.  0.  0.  0.  0.],1831,0,3.0
[ 0  0  0  0  0  1 -1  0  0],300.0,228,[ 0.  0.  0.  0.  1.  1.  1.  0.  0.],1832,0,3.0
[ 0  0  0 -1  1  0  0  0  0],2400.0,228,[ 4.  4.  4.  1.  1.  3.  5.  1.  1.],1833,0,24.0
[0 3 2 1 3 2 0 0 0],36.3636363636,228,[ 1.  1.  0.  1.  1.  3. -1.  1.  0.],1834,11,7.0
[1 1 2 1 1 0 2 0 0],37.5,228,[ 2.  1.  1.  0.  0.  0.  0.  1.  0.],1835,8,5.0
[0 0 1 0 0 0 0 1 2],75.0,228,[ 0.  2.  1.  2.  0.  0.  0.  2.  0.],1836,4,7.0
[0 1 0 0 1 1 0 1 0],25.0,228,[ 1.  0.  2.  0.  0.  0.  0.  1.  1.],1839,4,5.0
[0 0 0 0 0 1 0 0 0],500.0,228,[ 1.  0.  1.  0.  0.  1.  0.  1.  2.],1840,1,6.0
[0 0 0 0 0 0 0 0 0],1800.0,228,[ 1.  1.  1.  1.  3.  5.  1.  2.  3.],1841,0,18.0
[1 0 2 1 1 0 8 0 0],38.4615384615,228,[ 1.  0.  2.  0.  1.  0.  2.  0.  2.],1843,13,8.0
[0 2 3 0 0 1 2 3 0],100.0,228,[ 3.  1.  2.  2.  2.  2.  3.  3.  4.],1844,11,22.0
[0 0 0 0 0 1 0 1 1],100.0,228,[ 0.  0.  0.  0.  0.  0.  0.  2.  4.],1845,3,6.0
[1],100.0,228,[ 0.],1846,1,0.0
[2 1 2 2 0 0 0 0 0],228.571428571,228,[ 1.  3.  2.  3.  1.  7.  1.  4.  1.],1847,7,23.0
[1 3 2 2 2 2 1 0 2],40.0,228,[ 2.  3.  3.  2.  3.  3.  2.  2.  1.],1848,15,21.0
[5 4 2 0 2 2 2 2 1],35.0,228,[ 6.  2.  3.  5.  2.  2.  2.  2.  3.],1849,20,27.0
[0 0 2 1 4 1 1 2 1],16.6666666667,228,[ 1.  0.  1.  1.  1.  3.  0.  1.  2.],1851,12,10.0
[2 0 3 1 3 2 0 0 0],0.0,228,[ 1.  0.  3.  2.  0.  0.  1.  3.  1.],1852,11,11.0
[1 0 1 0 0 0 0 1 0],33.3333333333,228,[ 0.  1.  1.  1.  1.  0.  0.  0.  0.],1853,3,4.0
[0 0 0 0 0 0 3 0 0],33.3333333333,228,[ 0.  0.  0.  0.  1.  1.  0.  0.  0.],1854,3,2.0
[1 2 2 2 1 2 0 1 1],58.3333333333,228,[ 1.  1.  4.  3.  1.  1.  4.  3.  1.],1855,12,19.0
[0 0 0 0 1 0 0 0 2],166.666666667,228,[ 0.  0.  3.  1.  1.  0.  1.  1.  1.],1856,3,8.0
[0],0.0,228,[ 0.],1857,0,0.0
[2 1 1 2 1 0 1 2 0],20.0,228,[ 0.  1.  0.  0.  1.  0.  2.  4.  0.],1858,10,8.0
NaN,No entries available,228,NaN,1859,Nan,Nan
[3 1 2 4 2 1 1 0 1],26.6666666667,228,[ 2.  1.  2.  1.  2.  3.  5.  1.  2.],1861,15,19.0
[4 0 1 1 1 1 1 1 2],191.666666667,228,[ 6.  4.  4.  2.  6.  5.  1.  3.  4.],1862,12,35.0
[0 0 0 1 0 1 0 0 0],50.0,228,[ 1.  1.  0.  0.  0.  0.  0.  0.  1.],1863,2,3.0
[ 1  6  2  0  1  2  0 -1  1],100.0,228,[ 4.  1.  5.  4.  2.  2.  1.  2.  3.],1864,12,24.0
[2 5 0 1 1 0 1 1 1],125.0,228,[ 4.  1.  3.  2.  6.  4.  4.  2.  1.],1865,12,27.0
[0 0 0 0 0 0 0 0 0],200.0,228,[ 0.  1.  0.  0.  0.  0.  0.  0.  1.],1866,0,2.0
[0 0 0 0 0 0 0 0 1],500.0,228,[ 1.  1.  1.  1.  0.  0.  0.  1.  1.],1868,1,6.0
[0],0.0,228,[ 0.],1869,0,0.0
[0 0 0 1 0 0 0 0 0],0.0,228,[ 0.  0.  0.  0.  0.  0.  0.  0.  1.],1870,1,1.0
[0 1 0 1 0 0 0 0 1],33.3333333333,228,[ 0.  1.  0.  0.  0.  0.  0.  0.  1.],1871,3,2.0
[1 0 3 0 1 0 0 2 1],175.0,228,[ 3.  1.  2.  2.  1.  4.  3.  5.  1.],1872,8,22.0
[0 0 0 0 1 1 0 1 2],40.0,228,[ 1.  0.  1.  0.  0.  0.  0.  1.  0.],1873,5,3.0
[0 7 5 0 0 0 0 0 0],175.0,228,[ 4.  4.  3.  2.  6.  3.  4.  6.  1.],1875,12,33.0
[0 0 0 0 0 0 0 0 0],200.0,228,[ 0.  0.  0.  1.  1.  0.  0.  0.  0.],1876,0,2.0
[2 0 2 0 0 2 2 2 0],30.0,228,[ 0.  1.  1.  1.  0.  2.  1.  1.  0.],1877,10,7.0
NaN,No entries available,228,NaN,1879,Nan,Nan
[1 1 0 0 1 0 0 0 2],60.0,228,[ 1.  0.  0.  0.  2.  1.  1.  1.  2.],1880,5,8.0
[1 0 0 4 0 1 0 0 1],14.2857142857,228,[ 0.  0.  1.  1.  0.  0.  0.  1.  3.],1881,7,6.0
[2 1 0 0 0 0 1 2 2],12.5,228,[ 2.  0.  0.  0.  3.  1.  2.  1.  0.],1882,8,9.0
[0 0 0 1 3 1 1 0 1],28.5714285714,228,[ 2.  0.  1.  0.  1.  1.  2.  2.  0.],1883,7,9.0
[0 0 0],100.0,228,[ 0.  1.  0.],1884,0,1.0
[1 1 1 1 1 0 1 0 2],37.5,228,[ 0.  2.  0.  0.  1.  0.  1.  0.  1.],1885,8,5.0
[1],0.0,228,[ 1.],1886,1,1.0
[1 0 1 0 0 0 0 0 1],100.0,228,[ 1.  0.  0.  0.  0.  2.  2.  1.  0.],1887,3,6.0
[0 1 0 1 1 1 0 0 0],150.0,228,[ 0.  1.  0.  0.  5.  2.  1.  0.  1.],1888,4,10.0
[0 1 1 0 0 0 0 0 0],1200.0,228,[  2.   1.   1.   3.   2.   1.   0.   2.  14.],1889,2,26.0
[ 1  1  0  1  1  0  0  0 12],81.25,228,[ 2.  0.  1.  0.  0.  0.  0.  0.  0.],1891,16,3.0
[0 0 1 1 0 1 1 0 3],28.5714285714,228,[ 0.  2.  0.  1.  0.  0.  1.  0.  1.],1893,7,5.0
[0 1 0 0 0 1 1 0 1],625.0,228,[ 1.  3.  1.  3.  8.  2.  6.  2.  3.],1894,4,29.0
[5],100.0,228,[ 0.],1895,5,0.0
[1 0 1 0 0 0 1 1 1],40.0,228,[ 0.  2.  0.  0.  0.  0.  0.  0.  1.],1896,5,3.0
[0],0.0,228,[ 0.],1897,0,0.0
[0],0.0,228,[ 0.],1898,0,0.0
[0 0 1 1 0 0 1 1],25.0,228,[ 0.  1.  1.  2.  0.  1.  0.  0.],1899,4,5.0
[2 1 0 0 1 1 1 2 0],62.5,228,[ 2.  2.  2.  1.  1.  1.  2.  1.  1.],1901,8,13.0
[2 1 1 5 4 1 1 1 0],56.25,228,[ 2.  5.  2.  4.  4.  3.  3.  1.  1.],1902,16,25.0
[0],0.0,228,[ 0.],1903,0,0.0
[2 0 0 0 0 0 0 0 0],0.0,228,[ 0.  0.  0.  0.  1.  0.  1.  0.  0.],1907,2,2.0
[0 0 2 0 1 0 0 1 1],20.0,228,[ 0.  1.  1.  0.  0.  0.  1.  1.  2.],1909,5,6.0
[0 0 0 0 0 0 0 0 2],350.0,228,[ 0.  4.  0.  0.  0.  2.  1.  1.  1.],1910,2,9.0
[ 3  1  1  1  1  1  0  1 -1],50.0,228,[ 1.  2.  1.  0.  0.  0.  0.  0.  0.],1912,8,4.0
[0 0 0 0 0 0 0 0 0],1000.0,228,[ 1.  2.  3.  0.  4.  0.  0.  0.  0.],1913,0,10.0
[ 0  1  0  1  0  0  2 -1  0],100.0,228,[ 0.  1.  0.  0.  0.  2.  1.  2.  0.],1915,3,6.0
[0 0 0 1 0 0 0 0 2],66.6666666667,228,[ 0.  2.  0.  0.  0.  0.  0.  1.  2.],1917,3,5.0
[ 7  3  2  2  4  1  2  3 -1],17.3913043478,228,[ 3.  3.  3.  2.  2.  3.  1.  1.  1.],1919,23,19.0
[0 1 0 0 0 0 0 3 3],85.7142857143,228,[ 2.  1.  3.  1.  0.  0.  3.  1.  2.],1920,7,13.0
[3 4 1 0 0 0 0 0 0],25.0,228,[ 0.  3.  0.  1.  1.  0.  1.  0.  0.],1921,8,6.0
[2 1 1 0 1 0 0 0 1],50.0,228,[ 0.  0.  0.  1.  3.  3.  1.  1.  0.],1923,6,9.0
[2 0 1 1 2 1 0 0 1],112.5,228,[ 0.  1.  0.  0.  0.  0. -1.  0. -1.],1925,8,-1.0
[0 0 0 1 0 1 0 0 1],266.666666667,228,[ 0.  2.  2.  0.  1.  1.  3.  1.  1.],1926,3,11.0
[3 1 1 0 2 0 3 2 3],86.6666666667,228,[ 6.  4.  4.  3.  4.  4.  1.  0.  2.],1927,15,28.0
[0],0.0,228,[ 0.],1928,0,0.0
[1],100.0,228,[ 0.],1932,1,0.0
[1 0 0 5 0 2 0 1 1],40.0,228,[ 1.  1.  3.  1.  2.  2.  1.  2.  1.],1935,10,14.0
[0 1 1 0 0 0 0 1 3],33.3333333333,228,[ 2.  0.  2.  1.  3.  0.  0.  0.  0.],1936,6,8.0
[4 2 1 2 1 1 0 4 1],50.0,228,[ 7.  3.  3.  2.  2.  1.  2.  3.  1.],1937,16,24.0
[7 1 2 0 4 2 2 6 1],28.0,228,[ 4.  6.  3.  7.  2.  5.  3.  1.  1.],1938,25,32.0
[2 1 1 0 4 2 5 4 2],0.0,228,[ 2.  2.  3.  4.  3.  3.  2.  0.  2.],1939,21,21.0
NaN,No entries available,228,NaN,1940,Nan,Nan
[0],0.0,228,[ 0.],1941,0,0.0
[ 0  1  1  4 -1  2  0  0  2],44.4444444444,228,[ 5.  0.  1.  1.  2.  4.  1.  0. -1.],1942,9,13.0
[1 0 1 1 0 0 0 0 0],600.0,228,[ 1.  2.  4.  2.  2.  2.  3.  3.  2.],1943,3,21.0
[0 0 0 0 0 0 0 0 0],100.0,228,[ 1.  0. -1.  0.  0.  0.  0.  1.  0.],1944,0,1.0
[0 2 1 1 1],80.0,228,[ 0.  0.  0.  0.  1.],1945,5,1.0
[1 5 0 2 0 0 1 1 1],54.5454545455,228,[ 3.  1.  2.  1.  4.  3.  0.  1.  2.],1946,11,17.0
[ 0  0  2  0  0  0  2 -1  1],75.0,228,[ 1. -1.  0.  1.  0.  0.  0.  0.  0.],1947,4,1.0
[0 0 0 0 0 0 0 0 0],0.0,228,[ 0.  0.  0.  0.  0.  0.  0.  0.  0.],1949,0,0.0
[1 1 0 0 1 0 0 0 1],150.0,228,[ 4. -5.  0.  0.  1.  1.  0.  1.  8.],1950,4,10.0
[0 2 2 2 0 2 1 0 1],70.0,228,[ 0.  1.  2.  0.  0.  0.  0.  0.  0.],1956,10,3.0
NaN,No entries available,228,NaN,1959,Nan,Nan
[0 0 0 0 0 0 0 2 6],37.5,228,[ 0.  2.  0.  0.  2.  0.  0.  0.  1.],1960,8,5.0
[1 1 0 0 0 2 2 2 1],222.222222222,228,[ 5.  7.  4.  1.  2.  4.  3.  2.  1.],1961,9,29.0
[1 4 1 1 0 1 0 0 0],0.0,228,[ 1.  2. -1.  3.  1.  1.  1.  0.  0.],1963,8,8.0
[0 3 0 0 2 0 0 1 1],28.5714285714,228,[ 1.  0.  0.  1.  0.  0.  0.  1.  2.],1965,7,5.0
[0 0 0 0],1200.0,228,[ 3.  3.  3.  3.],1968,0,12.0
[1 1 3 3 1 3 0 0 0],158.333333333,228,[ 5.  3.  2.  6.  1.  3.  8.  1.  2.],1970,12,31.0
[0 0 0 0 0 1 4 1 2],100.0,228,[ 0.  0.  0.  0.  0.  0.  0.  0.  0.],1971,8,0.0
[0],0.0,228,[ 0.],1972,0,0.0
[0 1 0 1 0 0 0 0 2],0.0,228,[ 0.  0.  1.  0.  0.  1.  0.  2.  0.],1975,4,4.0
[1 0 0 0 0 0 1 1 3],33.3333333333,228,[ 0.  0.  1.  0.  0.  0.  1.  1.  1.],1976,6,4.0
[1 1 0 0 0 0 1 2 1],0.0,228,[ 2.  0.  0.  0.  0.  1.  0.  2.  1.],1979,6,6.0
[0 0 0 0 0 0 1 0 0],500.0,228,[ 0.  0.  1.  2.  0.  0.  1.  1.  1.],1980,1,6.0
[0 0 0 0 0 0 1 0 0],600.0,228,[ 0.  0.  0.  1.  1.  1.  1.  1.  2.],1981,1,7.0
[0 0 0 0 0 0 1 0 0],400.0,228,[ 2.  0.  0.  0.  0.  0.  1.  1.  1.],1983,1,5.0
[0 0 0 0 0 0 0 0 1],500.0,228,[ 0.  0.  0.  0.  0.  0.  0.  5.  1.],1984,1,6.0
[1 0 0 0 0 0 0 0 0],0.0,228,[ 0.  0.  0.  0.  0.  0.  0.  0.  1.],1985,1,1.0
[3 1 3 1 3 0 0 0 0],36.3636363636,228,[ 1.  1.  3.  2.  1.  2.  1.  3.  1.],1986,11,15.0
[1 0 2 0 3 3 0 2 2],69.2307692308,228,[ 1.  0.  0.  1.  2.  0.  0.  0.  0.],1987,13,4.0
[1 0 0 0 3 1 0 0 1],0.0,228,[ 0.  0.  0.  0.  0.  0.  1.  1.  4.],1988,6,6.0
[1 2 0 4 0 0 2 1 2],50.0,228,[ 2.  1.  2.  4.  3.  1.  1.  2.  2.],1989,12,18.0
[0 0 2 1 0 0 0 3 1],85.7142857143,228,[ 0.  1.  0.  0.  0.  0.  0.  0.  0.],1991,7,1.0
[2 0 0 1 0 0 1 1 2],71.4285714286,228,[ 0.  1.  1.  0.  0.  0.  0.  0.  0.],1992,7,2.0
[0 0 0 0 2 0 0 0 1],100.0,228,[ 1.  2.  1.  0.  0.  1.  1.  0.  0.],1994,3,6.0
[0 0 1 0 0 1 0 1 2],60.0,228,[ 1.  1.  0.  0.  0.  0.  0.  0.  0.],1995,5,2.0
[0 1 0 0 0 1 1 1 1],20.0,228,[ 0.  1.  1.  0.  2.  0.  1.  1.  0.],1996,5,6.0
[2 1 0 1 0 0 0 0 2],16.6666666667,228,[ 2.  0.  0.  0.  1.  1.  0.  1.  0.],1997,6,5.0
[0],0.0,228,[ 0.],1998,0,0.0
[0 0 0 0 0 0 1 0 1],100.0,228,[ 0.  0.  3.  1.  0.  0.  0.  0.  0.],1999,2,4.0
[1 0 0 1 1 2 2 1 1],133.333333333,228,[ 3.  4.  1.  1.  4.  2.  3.  2.  1.],2000,9,21.0
[0 1 1 1 1 0 1 2 1],62.5,228,[ 0.  0.  0.  1.  0.  0.  0.  1.  1.],2001,8,3.0
[1],100.0,228,[ 0.],2002,1,0.0
[0 0 0 0 0 0 0 0 1],0.0,228,[ 0.  0.  0.  0.  0.  0.  0.  0.  1.],2003,1,1.0
[1 1 1 1 2 4 1 0 1],25.0,228,[ 2.  1.  1.  2.  2.  1.  2.  2.  2.],2004,12,15.0
[1 0 2 1 0 0 0 0 1],20.0,228,[ 0.  0.  0.  1.  0.  0.  0.  2.  1.],2006,5,4.0
[0 0 1 0 0 0],400.0,228,[ 1.  0.  1.  2.  1.  0.],2008,1,5.0
[0 0 0 0 0 0 0 0 0],200.0,228,[ 0.  0.  0.  0.  1.  0.  0.  0.  1.],2009,0,2.0
[2 1 1 0 0 5 1 2 2],71.4285714286,228,[ 2.  1.  1.  2.  3.  3.  2.  6.  4.],2010,14,24.0
[1 0 1 3 2 0 0 0 0],85.7142857143,228,[ 1.  0.  0.  0.  0.  0.  0.  0.  0.],2012,7,1.0
[0 0 0 0 0 0 0 1 1],350.0,228,[ 0.  4.  1.  0.  0.  2.  0.  2.  0.],2013,2,9.0
[1 2 3 5 1 0 0 0 0],66.6666666667,228,[ 1.  2.  2.  5.  1.  2.  5.  2.  0.],2015,12,20.0
[0 0 1 0 0 0 0 0 1],0.0,228,[ 0.  0.  0.  0.  0.  0.  0.  1.  1.],2016,2,2.0
[1 2 0 0 0 2 1 1 0],200.0,228,[ 3.  3.  3.  1.  2.  5.  1.  2.  1.],2017,7,21.0
[3 1 1 1 0 2 1 1 1],36.3636363636,228,[ 3.  2.  1.  3.  1.  1.  3.  0.  1.],2019,11,15.0
[3 0 0 0 1 0 1 2 1],50.0,228,[ 1.  0.  2.  0.  2.  2.  1.  1.  3.],2020,8,12.0
[3 1 0 1 3 1 1 2 1],100.0,228,[ 0.  0.  0.  0.  0.  0.  0.  0.  0.],2021,13,0.0
[0 1 0 0 1 0 0 0 1],300.0,228,[ 1.  0.  1.  1.  1.  3.  4.  2. -1.],2022,3,12.0
[0],0.0,228,[ 0.],2023,0,0.0
[0 1 0 0 3 0 0 1 1],16.6666666667,228,[ 0.  0.  2.  1.  0.  2. -1.  1.  0.],2024,6,5.0
[0 0 0 0 0 1 0 0 0],600.0,228,[ 0.  0.  1.  0.  1.  2.  1.  2.  0.],2025,1,7.0
[1 0 0 0 0 0 1 1 1],100.0,228,[ 1.  0.  0.  0.  0.  0.  3.  4.  0.],2027,4,8.0
NaN,No entries available,228,NaN,2028,Nan,Nan
[1 0 1 2 3 3 1 2 1],78.5714285714,228,[ 2.  3.  1.  4.  2.  3.  4.  3.  3.],2029,14,25.0
[ 1  3  5  3  2  1 -1  1  3],0.0,228,[ 4.  2.  3.  2.  2.  2.  1.  1.  1.],2031,18,18.0
[2 2 4 2 1 0 1 3 1],18.75,228,[ 4.  3.  2.  1.  2.  3.  1.  2.  1.],2032,16,19.0
[0 0 0 1 1 2 0 2 6],58.3333333333,228,[ 2.  0.  0.  0.  0.  1.  0.  1.  1.],2033,12,5.0
[0 1 0 0 0 2 5 0 1],33.3333333333,228,[ 0.  0.  0.  0.  0.  1.  0.  0.  5.],2036,9,6.0
[3 3 2 0 0 0 0 1 1],30.0,228,[ 1.  0.  0.  0.  2.  2.  1.  0.  1.],2037,10,7.0
[1 0 1 0 0 0 0 1 0],300.0,228,[ 1.  0.  0.  1.  1.  0.  2.  2.  5.],2038,3,12.0
[2 1 0 0 0 0 1 3 1],37.5,228,[ 1.  0.  0.  2.  0.  0.  0.  0.  2.],2041,8,5.0
[0 1 1 1 1 0 0 1 2],314.285714286,228,[ 5.  1.  2.  4.  6.  4.  3.  3.  1.],2042,7,29.0
[3 2 0 2 2 2 1 0 0],83.3333333333,228,[ 4.  5.  1.  2.  3.  1.  1.  4.  1.],2044,12,22.0
[1 2 0 2 0 2 1 1 1],30.0,228,[ 2.  1.  1.  0.  3.  0.  0.  0.  0.],2045,10,7.0
[0],0.0,228,[ 0.],2047,0,0.0
[0],0.0,228,[ 0.],2048,0,0.0
[0 3 2 1 0 2 4 0 2],21.4285714286,228,[ 2.  0.  0.  1.  1.  3.  1.  1.  2.],2049,14,11.0
[0 0 0 0 0 2 0 0 0],250.0,228,[ 1.  0.  1.  0.  1.  0.  1.  2.  1.],2053,2,7.0
[ 2  1  2  4 -1  1  2  1  1],69.2307692308,228,[ 7.  2.  1.  2.  2.  2.  2.  2.  2.],2054,13,22.0
[2],100.0,228,[ 0.],2055,2,0.0
[1],100.0,228,[ 0.],2056,1,0.0
[1 1 0 0 0 0 1 1 1],40.0,228,[ 3.  0.  0.  1.  1.  0.  0.  0.  2.],2057,5,7.0
[1 1 2 1 0 0 1 0 0],100.0,228,[ 0.  0.  0.  1.  0.  1. -2.  0.  0.],2058,6,0.0
[3 1 0 1 0 0 2 1 0],237.5,228,[ 2.  5.  2.  2.  1.  7.  3.  1.  4.],2059,8,27.0
[2 4 1 0 1 1 1 2 1],69.2307692308,228,[ 2.  3.  5.  1.  2.  2.  2.  3.  2.],2060,13,22.0
[0 1 1 0 0 0 0 2 1],40.0,228,[ 0.  0.  0.  0.  0.  1.  0.  1.  1.],2061,5,3.0
[0 1 0 0 0 0 0 0 1],50.0,228,[ 0.  1.  0.  0.  0.  0.  0.  0.  0.],2062,2,1.0
[0 2 0 1 2 1 2 0 0],37.5,228,[ 2.  0.  2.  0.  0.  0.  0.  0.  1.],2063,8,5.0
[0],0.0,228,[ 0.],2064,0,0.0
[3 0 0 0 1 0 3 1 1],144.444444444,228,[ 4.  1.  3.  1.  1.  4.  2.  3.  3.],2065,9,22.0
[2 1 0 1 1 4 2 3],64.2857142857,228,[ 1.  0.  0.  0.  0.  1.  1.  2.],2066,14,5.0
[1 0 1 3 0 0 1 0 1],28.5714285714,228,[-1.  0.  0.  0.  1.  1.  0.  2.  2.],2067,7,5.0
[4 9 6 5 6 0 0 0 0],3.33333333333,228,[ 4.  4.  5.  3.  4.  1.  1.  3.  4.],2068,30,29.0
[1 1 1 1 0 0 2 1 1],100.0,228,[ 1.  2.  2.  1.  5.  2.  1.  1.  1.],2069,8,16.0
[0 0 2 1 0 1 4 1 3],75.0,228,[ 1.  7.  1.  1.  4.  2.  2.  2.  1.],2070,12,21.0
[5 1 2 2 0 2 2 1 0],253.333333333,228,[  5.   5.   6.   5.   8.  10.   5.   4.   5.],2073,15,53.0
[1 0 0 0 2 0 1 1 1],16.6666666667,228,[ 1.  1.  0.  0.  0.  0.  1.  3.  1.],2079,6,7.0
[1],100.0,228,[ 0.],2081,1,0.0
[0 0 3 0 0 0 0 0 0],0.0,228,[ 0.  1.  1.  1.  0.  0.  0.  0.  0.],2082,3,3.0
[0 5 0 0 0 0 0 0 0],60.0,228,[ 0.  4.  0.  0.  0.  1.  0.  0.  3.],2084,5,8.0
[0 0 2 1 1 0 1 2 1],12.5,228,[ 2.  1.  1.  0.  0.  0.  1.  1.  1.],2085,8,7.0
[1 1 3 0 2 0 1 0 1],11.1111111111,228,[ 3.  1.  0.  0.  0.  0.  0.  1.  3.],2088,9,8.0
[3 3 2 2 3 1 0 0 0],50.0,228,[ 0.  2.  3.  0.  1.  0.  0.  0.  1.],2090,14,7.0
[0],0.0,228,[ 0.],2091,0,0.0
[1 1 0 0 1 1 1 2 1],25.0,228,[ 2.  0.  0.  3.  1.  3.  1.  0.  0.],2092,8,10.0
[2],100.0,228,[ 0.],2094,2,0.0
NaN,No entries available,228,NaN,2098,Nan,Nan
[0 0 2 1 0 0 0 0 1],25.0,228,[ 1.  0.  0.  1.  0.  2.  0.  0.  1.],2099,4,5.0
[ 2  1 -1  0  0  0  0  0  1],133.333333333,228,[ 0.  3.  1.  1.  0.  1.  0.  1.  0.],2100,3,7.0
[0 2 2 0 0 1 0 1 0],83.3333333333,228,[ 2.  2.  1.  0.  2.  1.  2.  0.  1.],2101,6,11.0
[1 0 1 3 0 0 1 0 3],44.4444444444,228,[ 1.  1.  1.  2.  3.  1.  1.  1.  2.],2102,9,13.0
[0 0 0 0 3 0 0 0 0],133.333333333,228,[ 0.  0.  1.  4.  0.  0.  0.  1.  1.],2103,3,7.0
[ 0  0  0  1  0 -1  1  3  1],20.0,228,[ 1.  0.  2.  1.  2.  0.  0.  0.  0.],2104,5,6.0
[2 1 0 0 0 0 0 0 0],200.0,228,[ 1.  0.  0.  2.  3.  0.  0.  3.  0.],2105,3,9.0
[1 2 0 1 3 1 1 1 2],25.0,228,[ 2.  1.  3.  0.  0.  0.  1.  1.  1.],2106,12,9.0
[1 1 0 1 1 0 0 2 1],57.1428571429,228,[ 0.  0.  1.  1.  0.  0.  0.  1.  0.],2107,7,3.0
[1 1 0 1 0 0 1 1 1],250.0,228,[ 1.  2.  6.  1.  2.  2.  2.  2.  3.],2108,6,21.0
[ 0 -1  0  0  0  0  0  0  0],-200.0,228,[ 0.  0.  0.  0.  0.  0.  1.  0.  0.],2109,-1,1.0
[0 2 1 1 0 2 2 4 0],16.6666666667,228,[ 2.  1.  1.  3.  3.  1.  1.  1.  1.],2111,12,14.0
[1],100.0,228,[ 0.],2112,1,0.0
[0 0 0 0 0 0 0 0 0],0.0,228,[ 0.  0.  0.  0.  0.  0.  0.  0.  0.],2116,0,0.0
[1],100.0,228,[ 0.],2118,1,0.0
[1 1 2 1 1 0 2 3 0],27.2727272727,228,[ 2.  0.  2.  0.  1.  1.  0.  1.  1.],2120,11,8.0
[0 0 1 0 0 0 0 1 2],75.0,228,[ 1.  0.  0.  0.  0.  0.  0.  0.  0.],2121,4,1.0
[ 0  1  0  0  1  0  0 12  0],28.5714285714,228,[ 0.  3.  3.  2.  2.  3.  1.  2.  2.],2122,14,18.0
[3 2 0 2 0 0 1 3 1],33.3333333333,228,[ 1.  1.  2.  0.  2.  1.  1.  0.  0.],2125,12,8.0
[0 0 0 0 1 0 0 2 0],33.3333333333,228,[ 0.  0.  0.  0.  0.  0.  0.  0.  2.],2128,3,2.0
[0 0 0 0 1 0 0 0 0],600.0,228,[ 0.  1.  0.  0.  0.  0.  0.  2.  4.],2129,1,7.0
[1 0 2 3 1 1 1 1 0],10.0,228,[ 1.  4.  2.  1.  0.  0.  1.  0.  0.],2130,10,9.0
[2 1 1 2 6 1 0 0 2],60.0,228,[ 4.  2.  2.  2.  3.  1.  2.  2.  6.],2131,15,24.0
[2 3 4 2 3 0 0 2 0],56.25,228,[ 4.  2.  4.  3.  5.  1.  1.  2.  3.],2132,16,25.0
[0],0.0,228,[ 0.],2133,0,0.0
[0 0 0 0 0 0 0 0 1],900.0,228,[ 0.  4.  1.  2.  0.  1.  2.  0.  0.],2134,1,10.0
[0 0 1 0 1 5 0 4 2],23.0769230769,228,[ 0.  0.  0.  1.  5.  1.  2.  1.  0.],2135,13,10.0
