Actual,Error,Item_id,Predicted,Store_id
[2 1 0 0 1 1 1 2 0],0.777777777778,228,[ 2.  2.  2.  1.  1.  1.  2.  1.  1.],1901
[2 1 1 5 4 1 1 1 0],1.22222222222,228,[ 2.  5.  2.  4.  4.  3.  3.  1.  1.],1902
[0],0.0,228,[ 0.],1903
[2 0 0 0 0 0 0 0 0],0.444444444444,228,[ 0.  0.  0.  0.  1.  0.  1.  0.  0.],1907
[0 0 2 0 1 0 0 1 1],0.555555555556,228,[ 0.  1.  1.  0.  0.  0.  1.  1.  2.],1909
[0 0 0 0 0 0 0 0 2],1.0,228,[ 0.  4.  0.  0.  0.  2.  1.  1.  1.],1910
[ 3  1  1  1  1  1  0  1 -1],0.888888888889,228,[ 1.  2.  1.  0.  0.  0.  0.  0.  0.],1912
[0 0 0 0 0 0 0 0 0],1.11111111111,228,[ 1.  2.  3.  0.  4.  0.  0.  0.  0.],1913
[ 0  1  0  1  0  0  2 -1  0],0.777777777778,228,[ 0.  1.  0.  0.  0.  2.  1.  2.  0.],1915
[0 0 0 1 0 0 0 0 2],0.444444444444,228,[ 0.  2.  0.  0.  0.  0.  0.  1.  2.],1917
[ 7  3  2  2  4  1  2  3 -1],1.55555555556,228,[ 3.  3.  3.  2.  2.  3.  1.  1.  1.],1919
[0 1 0 0 0 0 0 3 3],1.33333333333,228,[ 2.  1.  3.  1.  0.  0.  3.  1.  2.],1920
[3 4 1 0 0 0 0 0 0],0.888888888889,228,[ 0.  3.  0.  1.  1.  0.  1.  0.  0.],1921
[2 1 1 0 1 0 0 0 1],1.44444444444,228,[ 0.  0.  0.  1.  3.  3.  1.  1.  0.],1923
[2 0 1 1 2 1 0 0 1],1.22222222222,228,[ 0.  1.  0.  0.  0.  0. -1.  0. -1.],1925
[0 0 0 1 0 1 0 0 1],1.11111111111,228,[ 0.  2.  2.  0.  1.  1.  3.  1.  1.],1926
[3 1 1 0 2 0 3 2 3],2.55555555556,228,[ 6.  4.  4.  3.  4.  4.  1.  0.  2.],1927
[0],0.0,228,[ 0.],1928
[1],1.0,228,[ 0.],1932
[1 0 0 5 0 2 0 1 1],1.33333333333,228,[ 1.  1.  3.  1.  2.  2.  1.  2.  1.],1935
[0 1 1 0 0 0 0 1 3],1.33333333333,228,[ 2.  0.  2.  1.  3.  0.  0.  0.  0.],1936
[4 2 1 2 1 1 0 4 1],1.11111111111,228,[ 7.  3.  3.  2.  2.  1.  2.  3.  1.],1937
[7 1 2 0 4 2 2 6 1],3.0,228,[ 4.  6.  3.  7.  2.  5.  3.  1.  1.],1938
[2 1 1 0 4 2 5 4 2],1.77777777778,228,[ 2.  2.  3.  4.  3.  3.  2.  0.  2.],1939
NaN,No entries available,228,NaN,1940
[0],0.0,228,[ 0.],1941
[ 0  1  1  4 -1  2  0  0  2],2.0,228,[ 5.  0.  1.  1.  2.  4.  1.  0. -1.],1942
[1 0 1 1 0 0 0 0 0],2.0,228,[ 1.  2.  4.  2.  2.  2.  3.  3.  2.],1943
[0 0 0 0 0 0 0 0 0],0.333333333333,228,[ 1.  0. -1.  0.  0.  0.  0.  1.  0.],1944
[0 2 1 1 1],0.8,228,[ 0.  0.  0.  0.  1.],1945
[1 5 0 2 0 0 1 1 1],2.0,228,[ 3.  1.  2.  1.  4.  3.  0.  1.  2.],1946
[ 0  0  2  0  0  0  2 -1  1],1.0,228,[ 1. -1.  0.  1.  0.  0.  0.  0.  0.],1947
[0 0 0 0 0 0 0 0 0],0.0,228,[ 0.  0.  0.  0.  0.  0.  0.  0.  0.],1949
[1 1 0 0 1 0 0 0 1],2.0,228,[ 4. -5.  0.  0.  1.  1.  0.  1.  8.],1950
[0 2 2 2 0 2 1 0 1],0.777777777778,228,[ 0.  1.  2.  0.  0.  0.  0.  0.  0.],1956
NaN,No entries available,228,NaN,1959
[0 0 0 0 0 0 0 2 6],1.22222222222,228,[ 0.  2.  0.  0.  2.  0.  0.  0.  1.],1960
[1 1 0 0 0 2 2 2 1],2.22222222222,228,[ 5.  7.  4.  1.  2.  4.  3.  2.  1.],1961
[1 4 1 1 0 1 0 0 0],0.888888888889,228,[ 1.  2. -1.  3.  1.  1.  1.  0.  0.],1963
[0 3 0 0 2 0 0 1 1],0.888888888889,228,[ 1.  0.  0.  1.  0.  0.  0.  1.  2.],1965
[0 0 0 0],3.0,228,[ 3.  3.  3.  3.],1968
[1 1 3 3 1 3 0 0 0],2.33333333333,228,[ 5.  3.  2.  6.  1.  3.  8.  1.  2.],1970
[0 0 0 0 0 1 4 1 2],0.888888888889,228,[ 0.  0.  0.  0.  0.  0.  0.  0.  0.],1971
[0],0.0,228,[ 0.],1972
[0 1 0 1 0 0 0 0 2],0.888888888889,228,[ 0.  0.  1.  0.  0.  1.  0.  2.  0.],1975
[1 0 0 0 0 0 1 1 3],0.444444444444,228,[ 0.  0.  1.  0.  0.  0.  1.  1.  1.],1976
[1 1 0 0 0 0 1 2 1],0.444444444444,228,[ 2.  0.  0.  0.  0.  1.  0.  2.  1.],1979
[0 0 0 0 0 0 1 0 0],0.555555555556,228,[ 0.  0.  1.  2.  0.  0.  1.  1.  1.],1980
[0 0 0 0 0 0 1 0 0],0.666666666667,228,[ 0.  0.  0.  1.  1.  1.  1.  1.  2.],1981
[0 0 0 0 0 0 1 0 0],0.444444444444,228,[ 2.  0.  0.  0.  0.  0.  1.  1.  1.],1983
[0 0 0 0 0 0 0 0 1],0.555555555556,228,[ 0.  0.  0.  0.  0.  0.  0.  5.  1.],1984
[1 0 0 0 0 0 0 0 0],0.222222222222,228,[ 0.  0.  0.  0.  0.  0.  0.  0.  1.],1985
[3 1 3 1 3 0 0 0 0],1.33333333333,228,[ 1.  1.  3.  2.  1.  2.  1.  3.  1.],1986
[1 0 2 0 3 3 0 2 2],1.22222222222,228,[ 1.  0.  0.  1.  2.  0.  0.  0.  0.],1987
[1 0 0 0 3 1 0 0 1],1.11111111111,228,[ 0.  0.  0.  0.  0.  0.  1.  1.  4.],1988
[1 2 0 4 0 0 2 1 2],1.11111111111,228,[ 2.  1.  2.  4.  3.  1.  1.  2.  2.],1989
[0 0 2 1 0 0 0 3 1],0.888888888889,228,[ 0.  1.  0.  0.  0.  0.  0.  0.  0.],1991
[2 0 0 1 0 0 1 1 2],1.0,228,[ 0.  1.  1.  0.  0.  0.  0.  0.  0.],1992
[0 0 0 0 2 0 0 0 1],1.0,228,[ 1.  2.  1.  0.  0.  1.  1.  0.  0.],1994
[0 0 1 0 0 1 0 1 2],0.777777777778,228,[ 1.  1.  0.  0.  0.  0.  0.  0.  0.],1995
[0 1 0 0 0 1 1 1 1],0.555555555556,228,[ 0.  1.  1.  0.  2.  0.  1.  1.  0.],1996
[2 1 0 1 0 0 0 0 2],0.777777777778,228,[ 2.  0.  0.  0.  1.  1.  0.  1.  0.],1997
[0],0.0,228,[ 0.],1998
[0 0 0 0 0 0 1 0 1],0.666666666667,228,[ 0.  0.  3.  1.  0.  0.  0.  0.  0.],1999
[1 0 0 1 1 2 2 1 1],1.33333333333,228,[ 3.  4.  1.  1.  4.  2.  3.  2.  1.],2000
[0 1 1 1 1 0 1 2 1],0.555555555556,228,[ 0.  0.  0.  1.  0.  0.  0.  1.  1.],2001
[1],1.0,228,[ 0.],2002
[0 0 0 0 0 0 0 0 1],0.0,228,[ 0.  0.  0.  0.  0.  0.  0.  0.  1.],2003
[1 1 1 1 2 4 1 0 1],1.0,228,[ 2.  1.  1.  2.  2.  1.  2.  2.  2.],2004
[1 0 2 1 0 0 0 0 1],0.555555555556,228,[ 0.  0.  0.  1.  0.  0.  0.  2.  1.],2006
[0 0 1 0 0 0],0.666666666667,228,[ 1.  0.  1.  2.  1.  0.],2008
[0 0 0 0 0 0 0 0 0],0.222222222222,228,[ 0.  0.  0.  0.  1.  0.  0.  0.  1.],2009
[2 1 1 0 0 5 1 2 2],1.55555555556,228,[ 2.  1.  1.  2.  3.  3.  2.  6.  4.],2010
[1 0 1 3 2 0 0 0 0],0.666666666667,228,[ 1.  0.  0.  0.  0.  0.  0.  0.  0.],2012
[0 0 0 0 0 0 0 1 1],1.0,228,[ 0.  4.  1.  0.  0.  2.  0.  2.  0.],2013
[1 2 3 5 1 0 0 0 0],1.11111111111,228,[ 1.  2.  2.  5.  1.  2.  5.  2.  0.],2015
[0 0 1 0 0 0 0 0 1],0.222222222222,228,[ 0.  0.  0.  0.  0.  0.  0.  1.  1.],2016
[1 2 0 0 0 2 1 1 0],1.55555555556,228,[ 3.  3.  3.  1.  2.  5.  1.  2.  1.],2017
[3 1 1 1 0 2 1 1 1],0.888888888889,228,[ 3.  2.  1.  3.  1.  1.  3.  0.  1.],2019
[3 0 0 0 1 0 1 2 1],1.11111111111,228,[ 1.  0.  2.  0.  2.  2.  1.  1.  3.],2020
[3 1 0 1 3 1 1 2 1],1.44444444444,228,[ 0.  0.  0.  0.  0.  0.  0.  0.  0.],2021
[0 1 0 0 1 0 0 0 1],1.66666666667,228,[ 1.  0.  1.  1.  1.  3.  4.  2. -1.],2022
[0],0.0,228,[ 0.],2023
[0 1 0 0 3 0 0 1 1],1.22222222222,228,[ 0.  0.  2.  1.  0.  2. -1.  1.  0.],2024
[0 0 0 0 0 1 0 0 0],0.666666666667,228,[ 0.  0.  1.  0.  1.  2.  1.  2.  0.],2025
[1 0 0 0 0 0 1 1 1],0.666666666667,228,[ 1.  0.  0.  0.  0.  0.  3.  4.  0.],2027
NaN,No entries available,228,NaN,2028
[1 0 1 2 3 3 1 2 1],1.44444444444,228,[ 2.  3.  1.  4.  2.  3.  4.  3.  3.],2029
[ 1  3  5  3  2  1 -1  1  3],1.33333333333,228,[ 4.  2.  3.  2.  2.  2.  1.  1.  1.],2031
[2 2 4 2 1 0 1 3 1],1.22222222222,228,[ 4.  3.  2.  1.  2.  3.  1.  2.  1.],2032
[0 0 0 1 1 2 0 2 6],1.22222222222,228,[ 2.  0.  0.  0.  0.  1.  0.  1.  1.],2033
[0 1 0 0 0 2 5 0 1],1.22222222222,228,[ 0.  0.  0.  0.  0.  1.  0.  0.  5.],2036
[3 3 2 0 0 0 0 1 1],1.44444444444,228,[ 1.  0.  0.  0.  2.  2.  1.  0.  1.],2037
[1 0 1 0 0 0 0 1 0],1.22222222222,228,[ 1.  0.  0.  1.  1.  0.  2.  2.  5.],2038
[2 1 0 0 0 0 1 3 1],1.0,228,[ 1.  0.  0.  2.  0.  0.  0.  0.  2.],2041
[0 1 1 1 1 0 0 1 2],2.66666666667,228,[ 5.  1.  2.  4.  6.  4.  3.  3.  1.],2042
[3 2 0 2 2 2 1 0 0],1.33333333333,228,[ 4.  5.  1.  2.  3.  1.  1.  4.  1.],2044
[1 2 0 2 0 2 1 1 1],1.44444444444,228,[ 2.  1.  1.  0.  3.  0.  0.  0.  0.],2045
[0],0.0,228,[ 0.],2047
[0],0.0,228,[ 0.],2048
[0 3 2 1 0 2 4 0 2],1.44444444444,228,[ 2.  0.  0.  1.  1.  3.  1.  1.  2.],2049
[0 0 0 0 0 2 0 0 0],1.0,228,[ 1.  0.  1.  0.  1.  0.  1.  2.  1.],2053
[ 2  1  2  4 -1  1  2  1  1],1.66666666667,228,[ 7.  2.  1.  2.  2.  2.  2.  2.  2.],2054
[2],2.0,228,[ 0.],2055
[1],1.0,228,[ 0.],2056
[1 1 0 0 0 0 1 1 1],0.888888888889,228,[ 3.  0.  0.  1.  1.  0.  0.  0.  2.],2057
[1 1 2 1 0 0 1 0 0],0.888888888889,228,[ 0.  0.  0.  1.  0.  1. -2.  0.  0.],2058
[3 1 0 1 0 0 2 1 0],2.33333333333,228,[ 2.  5.  2.  2.  1.  7.  3.  1.  4.],2059
[2 4 1 0 1 1 1 2 1],1.22222222222,228,[ 2.  3.  5.  1.  2.  2.  2.  3.  2.],2060
[0 1 1 0 0 0 0 2 1],0.444444444444,228,[ 0.  0.  0.  0.  0.  1.  0.  1.  1.],2061
[0 1 0 0 0 0 0 0 1],0.111111111111,228,[ 0.  1.  0.  0.  0.  0.  0.  0.  0.],2062
[0 2 0 1 2 1 2 0 0],1.44444444444,228,[ 2.  0.  2.  0.  0.  0.  0.  0.  1.],2063
[0],0.0,228,[ 0.],2064
[3 0 0 0 1 0 3 1 1],1.66666666667,228,[ 4.  1.  3.  1.  1.  4.  2.  3.  3.],2065
[2 1 0 1 1 4 2 3],1.125,228,[ 1.  0.  0.  0.  0.  1.  1.  2.],2066
[1 0 1 3 0 0 1 0 1],1.33333333333,228,[-1.  0.  0.  0.  1.  1.  0.  2.  2.],2067
[4 9 6 5 6 0 0 0 0],2.11111111111,228,[ 4.  4.  5.  3.  4.  1.  1.  3.  4.],2068
[1 1 1 1 0 0 2 1 1],1.11111111111,228,[ 1.  2.  2.  1.  5.  2.  1.  1.  1.],2069
[0 0 2 1 0 1 4 1 3],2.11111111111,228,[ 1.  7.  1.  1.  4.  2.  2.  2.  1.],2070
[5 1 2 2 0 2 2 1 0],4.22222222222,228,[  5.   5.   6.   5.   8.  10.   5.   4.   5.],2073
[1 0 0 0 2 0 1 1 1],0.555555555556,228,[ 1.  1.  0.  0.  0.  0.  1.  3.  1.],2079
[1],1.0,228,[ 0.],2081
[0 0 3 0 0 0 0 0 0],0.444444444444,228,[ 0.  1.  1.  1.  0.  0.  0.  0.  0.],2082
[0 5 0 0 0 0 0 0 0],0.555555555556,228,[ 0.  4.  0.  0.  0.  1.  0.  0.  3.],2084
[0 0 2 1 1 0 1 2 1],0.777777777778,228,[ 2.  1.  1.  0.  0.  0.  1.  1.  1.],2085
[1 1 3 0 2 0 1 0 1],1.22222222222,228,[ 3.  1.  0.  0.  0.  0.  0.  1.  3.],2088
[3 3 2 2 3 1 0 0 0],1.22222222222,228,[ 0.  2.  3.  0.  1.  0.  0.  0.  1.],2090
[0],0.0,228,[ 0.],2091
[1 1 0 0 1 1 1 2 1],1.11111111111,228,[ 2.  0.  0.  3.  1.  3.  1.  0.  0.],2092
[2],2.0,228,[ 0.],2094
NaN,No entries available,228,NaN,2098
[0 0 2 1 0 0 0 0 1],0.555555555556,228,[ 1.  0.  0.  1.  0.  2.  0.  0.  1.],2099
[ 2  1 -1  0  0  0  0  0  1],1.11111111111,228,[ 0.  3.  1.  1.  0.  1.  0.  1.  0.],2100
[0 2 2 0 0 1 0 1 0],1.0,228,[ 2.  2.  1.  0.  2.  1.  2.  0.  1.],2101
[1 0 1 3 0 0 1 0 3],0.888888888889,228,[ 1.  1.  1.  2.  3.  1.  1.  1.  2.],2102
[0 0 0 0 3 0 0 0 0],1.11111111111,228,[ 0.  0.  1.  4.  0.  0.  0.  1.  1.],2103
[ 0  0  0  1  0 -1  1  3  1],1.22222222222,228,[ 1.  0.  2.  1.  2.  0.  0.  0.  0.],2104
[2 1 0 0 0 0 0 0 0],1.11111111111,228,[ 1.  0.  0.  2.  3.  0.  0.  3.  0.],2105
[1 2 0 1 3 1 1 1 2],1.22222222222,228,[ 2.  1.  3.  0.  0.  0.  1.  1.  1.],2106
[1 1 0 1 1 0 0 2 1],0.666666666667,228,[ 0.  0.  1.  1.  0.  0.  0.  1.  0.],2107
[1 1 0 1 0 0 1 1 1],1.66666666667,228,[ 1.  2.  6.  1.  2.  2.  2.  2.  3.],2108
[ 0 -1  0  0  0  0  0  0  0],0.222222222222,228,[ 0.  0.  0.  0.  0.  0.  1.  0.  0.],2109
[0 2 1 1 0 2 2 4 0],1.55555555556,228,[ 2.  1.  1.  3.  3.  1.  1.  1.  1.],2111
[1],1.0,228,[ 0.],2112
[0 0 0 0 0 0 0 0 0],0.0,228,[ 0.  0.  0.  0.  0.  0.  0.  0.  0.],2116
[1],1.0,228,[ 0.],2118
[1 1 2 1 1 0 2 3 0],1.0,228,[ 2.  0.  2.  0.  1.  1.  0.  1.  1.],2120
[0 0 1 0 0 0 0 1 2],0.555555555556,228,[ 1.  0.  0.  0.  0.  0.  0.  0.  0.],2121
[ 0  1  0  0  1  0  0 12  0],2.66666666667,228,[ 0.  3.  3.  2.  2.  3.  1.  2.  2.],2122
[3 2 0 2 0 0 1 3 1],1.55555555556,228,[ 1.  1.  2.  0.  2.  1.  1.  0.  0.],2125
[0 0 0 0 1 0 0 2 0],0.555555555556,228,[ 0.  0.  0.  0.  0.  0.  0.  0.  2.],2128
[0 0 0 0 1 0 0 0 0],0.888888888889,228,[ 0.  1.  0.  0.  0.  0.  0.  2.  4.],2129
[1 0 2 3 1 1 1 1 0],1.0,228,[ 1.  4.  2.  1.  0.  0.  1.  0.  0.],2130
[2 1 1 2 6 1 0 0 2],1.66666666667,228,[ 4.  2.  2.  2.  3.  1.  2.  2.  6.],2131
[2 3 4 2 3 0 0 2 0],1.22222222222,228,[ 4.  2.  4.  3.  5.  1.  1.  2.  3.],2132
[0],0.0,228,[ 0.],2133
[0 0 0 0 0 0 0 0 1],1.22222222222,228,[ 0.  4.  1.  2.  0.  1.  2.  0.  0.],2134
[0 0 1 0 1 5 0 4 2],1.88888888889,228,[ 0.  0.  0.  1.  5.  1.  2.  1.  0.],2135
[1 1 0 0 1 0 0 2 0],1.11111111111,228,[ 0.  0.  1.  0.  0.  1.  4.  2. -1.],2137
[1 1 3],1.33333333333,228,[ 2.  2.  1.],2139
[ 0  1  5 -1  1  0  0  0  0],1.22222222222,228,[ 0.  0.  0.  0.  0.  2.  0.  0.  1.],2140
[2 0 0 2 0 1 0 0 1],2.11111111111,228,[ 4.  9.  2.  2.  1.  1.  1.  1.  4.],2142
[1],1.0,228,[ 0.],2143
[0 1 0 0 0 0 0 0 1],0.444444444444,228,[ 0.  0.  0.  1.  1.  0.  0.  1.  1.],2144
[8 2 4 6 3 1 1 1 0],2.0,228,[ 3.  1.  2.  1.  1.  1.  2.  1.  2.],2146
[1 0 0 1 0 0 0 0 2],0.666666666667,228,[ 0.  0.  0.  1.  1.  0.  1.  1.  0.],2147
[0],0.0,228,[ 0.],2148
[2 2 0 2 2 1 0 0 0],1.11111111111,228,[ 2. -1.  2.  0.  1.  1.  1.  1.  0.],2149
[0 1 3 0 2 0 0 0 0],1.0,228,[ 0.  1.  0.  0.  1.  2.  1.  0.  2.],2150
[-1  2  0  1  0  0  0  1  1],0.222222222222,228,[-1.  2.  0.  0.  0.  0.  1.  1.  1.],2151
[1 0 2 0 1 2 1 1 1],2.0,228,[ 3.  4.  3.  6.  3.  2.  1.  4.  1.],2153
[0],0.0,228,[ 0.],2154
[0],0.0,228,[ 0.],2155
[1],0.0,228,[ 1.],2156
[1 2 1 3 2 0 0 0 0],1.55555555556,228,[ 3.  0.  3.  0.  2.  3.  2.  0.  0.],2157
[2 5 0 0 0 1 0 0 3],1.55555555556,228,[ 1.  1.  0.  0.  0.  0.  4.  1.  0.],2158
[2 1 2 2 2 1 2 1 1],0.444444444444,228,[ 2.  1.  1.  2.  2.  2.  2.  2.  2.],2160
[1 0 0 0 0 0 0 0 0],0.666666666667,228,[ 0.  1.  0.  0.  1.  1.  1.  1.  0.],2162
[1],1.0,228,[ 0.],2163
[3 5 5 1 2 4 0 2 0],1.66666666667,228,[ 3.  2.  3.  2.  1.  2.  5.  2.  1.],2165
[0 0 0 0 0 2 2 0 3],1.11111111111,228,[ 0.  1.  2.  0.  0.  1.  0.  1.  0.],2166
[1 0 0 0 0 0 0 1 2],0.666666666667,228,[ 0.  1.  1.  0.  0.  0.  1.  2.  1.],2169
[0 1 0 0 0 2 1 0 2],0.888888888889,228,[ 0.  0.  1.  1.  1.  1.  2.  1.  3.],2171
[3 1 0 0 1 0 2 1 0],0.666666666667,228,[ 0.  1.  0.  1.  1.  0.  1.  0.  0.],2172
[0 0 0 1 0 2 1 0 0],1.11111111111,228,[ 2.  0.  0.  1.  2.  0.  1.  1.  3.],2173
[0 0 0 0 0 0 0 1 0],0.888888888889,228,[ 2.  2.  2.  0.  0.  0.  1.  0.  0.],2174
[0 1 1 2 0 1 1 1 3],0.888888888889,228,[ 0.  2.  0.  1.  0.  0.  1.  0.  0.],2175
[2 0 2 0 1 1 0 0 0],3.44444444444,228,[ 4.  4.  3.  2.  8.  2.  8.  2.  4.],2177
[1 2 1 4 2 2 0 0 0],1.11111111111,228,[ 1.  1.  2.  2.  3.  2.  3.  1.  1.],2178
[0 1 0 0 0 0 0 1 1],0.666666666667,228,[ 3.  0.  0.  0.  0.  0.  0.  0.  2.],2179
[1 0 2 0 1 0 2 0 0],1.11111111111,228,[ 0.  0.  0.  0.  0.  1.  1.  2.  2.],2180
[0 1 0 0 0 0 0 0 0],0.222222222222,228,[ 1.  0.  0.  0.  0.  0.  0.  0.  0.],2181
[0 0 0 0 0 1 0 0 1],0.555555555556,228,[ 0.  0.  0.  1.  0.  0.  2.  0.  2.],2182
[1 0 1 0 2 0 2 0 0],0.666666666667,228,[ 0.  0.  0.  1.  2.  1.  2. -1.  1.],2184
NaN,No entries available,228,NaN,2186
[0 1 1],0.333333333333,228,[ 0.  1.  2.],2187
[0 0 0 0 1],0.8,228,[ 1.  1.  0.  1.  0.],2188
[3 0 6 3 2 2 0 4 1],2.0,228,[ 2.  6.  5.  1.  1.  1.  4.  3.  2.],2190
[0],0.0,228,[ 0.],2191
[0],0.0,228,[ 0.],2192
[0 0 0 0],0.75,228,[ 1.  1.  1.  0.],2193
[1 2 1 0 1 1 0 0 0],1.0,228,[ 0.  2.  0.  1.  1.  0.  0.  2.  3.],2195
[0 0 2 0 1 0 1 0 0],0.666666666667,228,[ 0.  1.  0.  0.  2.  0.  0.  0.  1.],2196
[2 2 0 0 0 1 1 1 3],1.88888888889,228,[  2.   2.   1.   2.   1.   3.  10.   1.   1.],2199
[0 0 1 1 1 1 0 0 4],0.888888888889,228,[ 0.  0.  2.  0.  0.  1.  0.  1.  0.],2200
[0 0 0 0 0 0 2 1 1],1.11111111111,228,[ 1.  2.  0.  2.  1.  2.  1.  2.  1.],2201
[0],0.0,228,[ 0.],2202
[2 1 0 0 0 0 0 0 0],2.66666666667,228,[ 3.  5.  4.  4.  3.  0.  2.  3.  3.],2203
[0 1 1 0 1 0 0 1 9],1.55555555556,228,[ 1.  2.  2.  0.  1.  2.  0.  1.  0.],2204
[0 0 0 0 0 0 0 0 3],1.33333333333,228,[ 0.  0.  1.  2.  2.  1.  2.  1.  0.],2205
[2 1 0 0 0 2 0 0 1],0.666666666667,228,[ 1.  1.  0.  0.  1. -1.  0.  1.  1.],2206
[1 0 1 3 1 1 2 1 2],2.11111111111,228,[ 1.  4.  4.  6.  5.  4.  3.  2.  2.],2207
NaN,No entries available,228,NaN,2208
NaN,No entries available,228,NaN,2209
[3 0 0 1 2 1 1 1 0],1.55555555556,228,[ 0.  1.  1.  2.  0.  2.  0.  0.  3.],2211
[1 1 2 1 0 1 2 1 1],1.22222222222,228,[ 1.  2.  3.  4.  3.  2.  1.  2.  1.],2212
[0 0 0 1 2],0.6,228,[ 0.  0.  1.  1.  0.],2213
[1 0 0 0 0 0 0 0 2],0.888888888889,228,[ 0.  1.  0.  0.  3. -1.  0.  1.  1.],2215
[1 3 0 0 1 0 0 1 1],0.666666666667,228,[ 1.  0.  0.  1.  0.  0.  0.  0.  1.],2216
[2 3 4 1 3 5 1 1 1],0.888888888889,228,[ 2.  5.  4.  6.  3.  4.  1.  1.  1.],2219
[0],0.0,228,[ 0.],2220
[0],0.0,228,[ 0.],2222
[0 1 0 1 1 1 2 1 1],1.0,228,[ 1.  0.  0.  0.  1.  0.  0.  0.  3.],2224
[0 0 1 0 0 1 0 0 1],0.333333333333,228,[ 0.  0.  0.  1.  0.  0.  0.  0.  1.],2225
[1 0 0 2 0 0 0 0 1],0.555555555556,228,[ 0.  1.  0.  2.  0.  1.  0.  1.  0.],2226
[1 1 1 0 0 1 0 2 1],1.0,228,[ 1.  3.  3.  0.  0.  4.  1.  1.  1.],2227
[1 1 0 0 0 1 1 2 1],1.33333333333,228,[ 0.  0.  2.  4.  0.  2.  0.  0.  1.],2228
[1],1.0,228,[ 0.],2229
[1 2 2 0 4 2 1 1 1],2.11111111111,228,[ 3.  4.  1.  5.  3.  1.  3.  3.  4.],2230
[0 0 0 1 0 1 1 1 1],1.33333333333,228,[ 2.  3.  2.  4.  2.  1.  1.  1.  1.],2232
[1 0 0 2 0 0 0 0 2],1.88888888889,228,[ 1.  2.  2.  2.  5.  2.  3.  2.  3.],2233
[1 0 0 0 0 1 0 0 0],0.444444444444,228,[ 0.  0.  0.  0.  0.  0.  0.  0.  2.],2234
[0 2 1 0 0 0 0 1 1],1.11111111111,228,[ 1.  0.  3.  1.  1.  3.  0.  1.  1.],2237
[0 0 1 1 0 0 1 1 1],0.444444444444,228,[ 0.  0.  1.  1.  0.  1.  3.  1.  0.],2240
[1 1 0 0 0 2 2 1 2],0.777777777778,228,[ 1.  1.  3.  2.  2.  2.  2.  1.  2.],2241
[1 1 0 0 0 0 0 0 0],1.11111111111,228,[ 0.  0.  0.  0.  1.  4.  1.  2.  0.],2242
[ 0 -1  0  0  0  2  0  2  1],1.0,228,[ 0.  1.  0.  1.  1.  1.  1.  0.  2.],2244
[-1  0  0  0  0  0  0  0  0],0.444444444444,228,[ 1.  0.  0.  0.  0.  0.  0.  0.  2.],2246
[1 1 0 0 0 1 1 0 1],2.77777777778,228,[ 3.  1.  5.  1.  1.  3.  4.  8.  4.],2248
NaN,No entries available,228,NaN,2251
[2 0 0 0 0 2 2 3 1],1.11111111111,228,[ 1.  0.  1.  0.  2.  0.  0.  1.  1.],2253
[0 0 0 0 0 1 0 0 2],0.777777777778,228,[ 1.  0.  0.  0.  0.  2.  1.  2.  4.],2255
[0 1 1 0 0 0 1 1 2],0.666666666667,228,[ 0.  0.  0.  2.  0.  0.  1.  0.  1.],2256
NaN,No entries available,228,NaN,2257
[5 1 1 3 0 0 0 0 0],2.55555555556,228,[ 2.  3.  4.  5.  4.  1.  2.  2.  4.],2258
[2],2.0,228,[ 0.],2259
[1 4 5 2 1 1 0 0 0],1.0,228,[ 1.  0.  3.  3.  1.  0.  0.  0.  1.],2260
[0],0.0,228,[ 0.],2261
[0 0 0 0 0 0 0 0 0],0.555555555556,228,[ 0.  1.  0.  0.  2.  1.  0.  1.  0.],2263
[4],4.0,228,[ 0.],2265
[0],0.0,228,[ 0.],2267
[ 2  0  0  0  1 -1  2  2  2],1.11111111111,228,[ 0.  0.  0.  0.  0.  4.  1.  2.  1.],2268
[2 0 0 0 0 0 0 1 1],0.444444444444,228,[ 0.  0.  0.  1.  0.  0.  0.  1.  2.],2270
[1 1 0 0 0 0 1 0 1],1.44444444444,228,[ 3.  1.  2.  2.  1.  1.  2.  2.  3.],2271
[0 0 0 2 0 0 1 0 1],0.444444444444,228,[ 0. -1.  0.  0.  1.  0.  1.  0.  1.],2272
[1],1.0,228,[ 0.],2273
[ 1  0  1 -1  1  1  0  1  1],0.444444444444,228,[ 0.  0.  2.  0.  0.  1.  0.  1.  1.],2274
[0],0.0,228,[ 0.],2275
[1 0 3 1 4 0 0 2 1],1.11111111111,228,[ 2.  0.  0.  0.  1.  0.  1.  2.  0.],2276
[1 1 0 1 0 0 0 1 2],1.0,228,[ 0.  2.  0.  0.  0.  1.  4.  1.  1.],2279
[3 1 0 0 2 0 1 0 1],1.0,228,[ 1.  0.  1.  0.  1.  1.  2.  1.  2.],2280
[0 2 0 1 0 0 1 1 1],1.11111111111,228,[ 2.  0.  0.  1.  0.  2.  3.  2.  0.],2285
[1 3 0 4 0 1 1 0 0],1.33333333333,228,[ 0.  0.  1.  0.  3.  1.  1.  0.  0.],2286
[0 1 0 0],0.75,228,[ 2.  1.  1.  0.],2287
[0 1 1 0 2 1 1 5 1],1.88888888889,228,[ 2.  2.  1.  3.  3.  4.  4.  1.  1.],2288
[1 0 0 3 0 2 0 1 2],1.33333333333,228,[ 0.  0.  0.  0.  2. -1.  2.  0.  2.],2289
